ts,event_type,user_id,date_from,date_to,origin,destination,num_adults,num_children
2017-04-21 15:36:33,search,2a725b,2017-11-01,2017-11-17,MUC,DPS,2,0
2017-04-21 17:38:28,search,ecc80f,2017-07-20,2017-08-05,MUC,AGP,2,0
2017-04-26 17:12:29,search,e92913,2017-09-07,2017-09-07,VCE,FRA,2,0
2017-04-26 13:25:12,search,c547ad,2017-05-22,2017-05-24,MUC,BER,1,2
2017-04-26 13:17:56,search,9b278d,2017-04-28,2017-04-28,HAN,FRA,1,0
2017-04-26 21:31:08,search,40d677,2017-05-10,2017-05-20,DUS,TLV,1,0
2017-04-26 12:49:42,search,670573,2017-04-26,2017-04-28,BER,STO,1,0
2017-04-26 12:45:53,search,323bbc,2017-05-08,2017-05-09,MUC,BER,1,0
2017-04-26 22:00:07,search,1ee7c2,2017-04-30,2017-04-30,FRA,BUD,1,0
2017-04-26 22:11:07,search,3b5449,2017-05-25,2017-06-01,MUC,TLV,1,0
2017-04-26 18:42:23,search,ebb963,2017-05-05,2017-05-12,HAM,MUC,1,0
2017-04-26 16:24:52,search,660b71,2017-05-07,2017-05-07,MUC,BER,1,0
2017-04-26 17:23:49,search,418c1f,2017-05-05,2017-05-26,PAR,ATL,1,0
2017-04-26 15:25:29,search,d091d8,2017-05-17,2017-05-21,LYS,MAD,1,0
2017-04-26 22:41:14,search,087837,2017-05-04,2017-05-12,MXP,PAR,2,0
2017-04-26 13:32:37,search,ddea32,2018-02-13,2018-02-22,HAM,BOM,2,0
2017-04-26 16:59:49,book,236cb4,2017-06-13,2017-06-24,FRA,ATL,1,0
2017-04-26 14:37:34,search,eabc60,2017-09-26,2017-09-26,DUR,CPT,7,0
2017-04-26 22:00:23,search,ab9ce5,2017-07-18,2017-07-21,CGN,NCE,1,0
2017-04-26 21:41:47,book,51ee7b,2017-06-28,2017-06-30,MUC,AMS,2,0
2017-04-26 20:35:38,book,902296,2017-08-01,2017-08-03,HAM,PAR,2,0
2017-04-26 22:42:14,search,398421,2017-11-14,2017-11-26,FRA,AGP,2,0
2017-04-27 00:13:53,book,a454be,2017-07-19,2017-07-22,CGN,LON,2,0
2017-04-27 02:26:44,book,1de817,2017-05-14,2017-05-18,DUS,MAD,2,0
2017-04-26 14:27:52,search,0c8f2e,2017-10-02,2017-10-12,MUC,CPH,1,2
2017-04-26 12:48:08,search,f0fdb0,2017-05-01,2017-05-23,MUC,IEV,1,0
2017-04-26 12:18:03,search,1de820,2017-06-03,2017-06-07,NCE,AMS,2,0
2017-04-26 23:42:04,search,c98438,2017-07-21,2017-08-05,FRA,LPA,2,0
2017-04-26 23:42:47,search,eb0948,2017-05-03,2017-05-05,STR,BER,2,0
2017-04-26 11:36:57,book,f161d3,2017-05-02,2017-05-02,AKL,FRA,1,0
2017-04-27 02:06:36,search,1de817,2017-05-14,2017-05-17,DUS,MAD,2,0
2017-04-27 03:36:05,book,1e636b,2017-08-04,2017-08-08,MUC,LIS,2,0
2017-04-27 03:17:27,search,bbdd2b,2017-05-13,2017-05-16,DUS,BUD,2,0
2017-04-26 09:19:43,search,0ef129,2017-05-21,2017-05-21,HAN,HKG,2,0
2017-04-26 19:19:40,search,871856,2017-07-17,2017-07-19,HAM,BRU,1,0
2017-04-26 21:44:28,book,936ce2,2017-05-03,2017-05-05,STR,OSL,1,0
2017-04-26 12:34:25,search,78789c,2017-10-02,2017-10-02,FRA,SAW,2,0
2017-04-26 12:33:58,search,ccd275,2017-06-23,2017-07-07,TLS,TCI,1,0
2017-04-26 19:42:45,search,3db9de,2017-06-03,2017-06-07,HAM,PAR,1,0
2017-04-26 23:35:12,search,a454be,2017-07-19,2017-07-22,CGN,LON,2,0
2017-04-27 00:19:34,search,1bbded,2017-06-06,2017-06-09,MUC,LHR,1,0
2017-04-26 18:54:04,book,0426b7,2017-07-17,2017-07-17,MUC,VCE,1,0
2017-04-26 05:55:18,search,8535f5,2017-09-30,2017-10-11,MUC,HAM,2,0
2017-04-26 22:26:53,book,ac02c6,2017-09-01,2017-10-13,DUS,ADB,1,2
2017-04-26 16:31:57,search,236cb4,2017-06-12,2017-06-23,FRA,ATL,1,0
2017-04-26 17:00:16,search,51ee7b,2017-06-28,2017-06-30,MUC,AMS,2,0
2017-04-27 01:20:08,book,beb1e7,2017-08-01,2017-08-11,DUS,PMI,2,0
2017-04-26 13:10:08,search,f3eb3f,2017-05-16,2017-05-20,STR,BCN,1,0
2017-04-26 09:46:18,search,f1affa,2017-05-10,2017-05-10,HAM,MUC,1,0
2017-04-26 23:04:23,search,3b09c7,2017-06-01,2017-06-15,PAR,DUB,2,1
2017-04-27 00:44:28,book,a11b72,2017-06-01,2017-06-02,CGN,VIE,2,0
2017-04-26 16:39:38,search,ddea32,2017-05-21,2017-06-10,HAM,BOM,2,0
2017-04-26 19:43:45,search,be0d99,2017-07-31,2017-08-04,BER,LIS,2,0
2017-04-26 19:40:26,search,be0d99,2017-07-31,2017-08-04,BER,LIS,1,0
2017-04-26 23:03:57,search,59556a,2017-05-02,2017-05-09,ATH,STR,1,0
2017-04-26 18:32:13,search,0b55b3,2017-06-24,2017-06-27,HAM,BCN,2,0
2017-04-26 22:08:55,search,1ee7c2,2017-04-30,2017-04-30,FRA,BUD,1,0
2017-04-27 01:03:34,search,9ff010,2017-05-18,2017-06-07,DUS,CHC,1,0
2017-04-26 14:44:40,search,2b43ba,2017-05-09,2017-05-09,TXL,STR,1,0
2017-04-26 09:43:53,search,f1affa,2017-05-10,2017-05-10,HAM,MUC,1,0
2017-04-26 11:21:37,search,db68fe,2017-06-02,2017-06-03,TLS,PAR,1,0
2017-04-27 00:20:06,search,beb1e7,2017-08-01,2017-08-10,DUS,PMI,2,0
2017-04-26 17:09:48,book,63a3be,2017-05-02,2017-05-04,HAM,CGN,1,0
2017-04-26 19:48:12,search,a7e406,2017-06-11,2017-06-25,MUC,BKK,1,0
2017-04-27 01:30:23,book,39c46b,2017-05-01,2017-06-21,GRU,FRA,1,0
2017-04-26 20:55:22,search,185637,2017-05-01,2017-05-01,STR,TXL,1,0
2017-04-27 02:46:10,search,c6cb69,2017-07-01,2017-07-06,BER,OSL,1,0
2017-04-26 19:29:00,search,b23b12,2017-10-07,2017-10-07,STR,BER,1,0
2017-04-26 18:49:40,book,0b2acc,2017-05-31,2017-06-02,STR,HAM,1,0
2017-04-26 18:42:38,search,ebb963,2017-05-03,2017-05-03,HAM,MUC,1,0
2017-04-26 17:23:15,search,15e394,2017-05-18,2017-05-18,CGN,MAN,2,0
2017-04-26 12:41:23,search,670573,2017-04-26,2017-04-27,BER,STO,1,0
2017-04-26 22:38:30,book,cc70cc,2017-07-06,2017-07-09,DUS,LIS,2,0
2017-04-26 11:20:10,search,eb8a0b,2017-05-19,2017-05-26,ORY,LIS,1,0
2017-04-27 02:49:02,search,c6cb69,2017-07-01,2017-07-06,BER,OSL,1,0
2017-04-26 13:54:43,search,718615,2017-05-22,2017-05-27,STR,STN,1,0
2017-04-27 01:43:03,search,d171b8,2017-07-06,2017-07-11,ORY,PMI,2,0
2017-04-26 22:43:00,search,6edba8,2017-07-10,2017-07-10,CGN,SXF,2,2
2017-04-26 21:12:24,book,cb4895,2017-10-10,2017-10-17,MUC,BCN,3,0
2017-04-27 02:37:50,search,ea94e3,2017-07-18,2017-07-21,DUS,PMI,2,0
2017-04-26 22:15:12,search,3b5449,2017-05-24,2017-06-01,MUC,TLV,1,0
2017-04-26 14:18:25,search,364c5e,2017-06-18,2017-06-28,BER,LAX,1,0
2017-04-26 13:24:02,search,1b9fc6,2017-10-23,2017-10-23,LGW,SXF,5,0
2017-04-26 10:52:32,search,726e1b,2017-05-02,2017-05-05,STR,HAM,1,0
2017-04-26 11:04:30,search,726e1b,2017-05-02,2017-05-05,STR,HAM,1,0
2017-04-26 19:37:54,search,bb2cbb,2017-04-27,2017-05-11,FRA,DEL,1,0
2017-04-26 20:26:15,search,ebb963,2017-05-03,2017-05-03,HAM,MUC,1,0
2017-04-26 12:18:08,search,dfb523,2017-04-29,2017-05-01,CPH,NCE,1,0
2017-04-26 21:20:54,search,936ce2,2017-05-03,2017-05-05,STR,OSL,1,0
2017-04-26 22:39:56,search,087837,2017-05-04,2017-05-12,MXP,PAR,2,0
2017-04-26 22:11:53,search,5bd663,2017-06-15,2017-06-18,FRA,BER,2,0
2017-04-26 20:33:56,search,9b7329,2017-05-23,2017-05-27,PAR,TLS,2,0
2017-04-26 14:27:44,search,27637f,2017-05-11,2017-05-11,BUH,VIE,1,0
2017-04-27 02:00:31,book,dec96d,2017-05-02,2017-05-02,CMN,RUH,1,0
2017-04-27 00:19:33,search,1bbded,2017-06-06,2017-06-09,MUC,LHR,1,0
2017-04-26 21:44:46,book,40d677,2017-05-10,2017-05-20,DUS,TLV,1,0
2017-04-26 21:59:09,search,d5c085,2017-05-18,2017-05-25,MUC,OPO,2,0
2017-04-26 14:34:15,search,fcb6a2,2017-06-04,2017-06-10,LIS,BER,1,0
2017-04-26 17:57:45,search,fd7cea,2017-05-15,2017-06-15,NCE,DMK,1,0
2017-04-26 14:18:17,search,ed5b3c,2017-05-20,2017-05-20,BKK,TYO,2,0
2017-04-26 15:32:56,search,ebf62c,2017-07-12,2017-07-12,CHI,HOU,1,0
2017-04-27 03:24:28,search,e14c18,2017-05-04,2017-05-12,BKK,PAR,1,0
2017-04-27 03:24:28,search,e14c18,2017-05-04,2017-05-12,BKK,PAR,1,0
2017-04-27 03:19:49,search,bbdd2b,2017-05-13,2017-05-16,CGN,BUD,2,0
2017-04-26 04:49:03,search,1e3c9e,2017-05-23,2017-05-25,PEK,SVO,1,0
2017-04-27 02:07:42,search,1de817,2017-05-14,2017-05-17,DUS,MAD,2,0
2017-04-26 18:45:27,search,0426b7,2017-07-17,2017-07-17,MUC,VCE,1,0
2017-04-27 00:53:30,book,f2a147,2017-05-27,2017-06-03,LHR,MUC,1,1
2017-04-26 06:24:44,book,f617ca,2017-09-16,2017-09-16,AYT,STR,3,0
2017-04-26 19:40:11,search,be0d99,2017-07-31,2017-08-04,BER,LIS,2,0
2017-04-26 08:57:22,search,57da52,2017-04-26,2017-04-29,MUC,LYS,1,0
2017-04-26 20:29:26,search,74d542,2018-02-20,2018-02-20,HKT,TXL,4,0
2017-04-26 22:38:19,search,5596a2,2017-05-17,2017-05-20,HAM,BCN,1,0
2017-04-26 11:39:48,book,2d1764,2017-05-17,2017-05-20,MUC,HAM,4,0
2017-04-26 14:04:39,book,330bee,2017-05-16,2017-05-19,STR,AMS,2,0
2017-04-26 19:38:11,search,bb2cbb,2017-04-27,2017-05-11,FRA,DEL,1,0
2017-04-26 23:39:23,search,dbe8f8,2017-11-30,2017-12-07,DUS,NYC,3,0
2017-04-27 02:33:51,book,c5deda,2017-08-13,2017-08-13,FRA,OTP,1,1
2017-04-26 13:41:33,search,9542bd,2017-06-05,2017-06-11,DUS,DME,1,0
2017-04-26 18:00:24,search,a81351,2017-11-13,2017-11-21,BER,EWR,2,0
2017-04-26 22:11:07,search,3b5449,2017-05-25,2017-06-01,MUC,TLV,1,0
2017-04-26 21:09:00,search,7fb741,2017-11-23,2017-11-28,MUC,PMI,2,0
2017-04-26 23:39:18,search,a454be,2017-07-19,2017-07-22,CGN,LON,2,0
2017-04-26 23:52:26,book,5b4ad8,2017-05-10,2017-05-12,MUC,BER,1,0
2017-04-26 21:13:08,search,0e93c3,2017-05-09,2017-05-09,WAW,CGN,2,0
2017-04-26 18:46:04,search,e4a4be,2017-04-27,2017-04-28,FRA,BUD,1,0
2017-04-26 17:49:38,search,15e394,2017-05-18,2017-05-18,CGN,MAN,2,0
2017-04-26 22:15:52,search,5bd663,2017-06-15,2017-06-18,FRA,BER,2,0
2017-04-27 00:14:57,search,eb0948,2017-05-03,2017-05-05,STR,BER,2,0
2017-04-27 00:19:38,search,08858a,2017-05-25,2017-06-09,MUC,MNL,1,0
2017-04-26 20:45:33,search,028cd3,2017-05-09,2017-05-09,BKK,HAN,2,0
2017-04-26 20:09:12,search,7bbf55,2017-04-27,2017-04-27,BER,ATH,1,0
2017-04-26 23:36:56,search,26e51c,2017-05-13,2017-05-21,TXL,FRA,1,0
2017-04-26 16:15:42,search,3fb828,2017-04-28,2017-04-28,BER,PMI,1,0
2017-04-27 01:48:09,book,ddea32,2018-02-13,2018-02-22,HAM,BOM,2,0
2017-04-26 14:11:04,search,ebf62c,2017-07-12,2017-07-12,CHI,HOU,1,0
2017-04-26 21:04:34,search,cb4895,2017-10-10,2017-10-17,MUC,BCN,3,0
2017-04-26 21:13:01,search,3c1c98,2017-07-22,2017-08-30,LYS,DPS,2,0
2017-04-26 19:57:50,search,3c4b9e,2017-05-30,2017-05-30,VCE,MAD,3,0
2017-04-26 12:39:39,search,e7dc00,2017-05-06,2017-05-07,STR,DUS,1,0
2017-04-27 01:38:42,book,d5db9e,2017-12-17,2017-12-21,MRS,FCO,2,1
2017-04-27 01:02:48,search,ecad89,2017-09-14,2017-09-21,LYS,LIS,1,1
2017-04-26 21:06:38,book,028cd3,2017-05-09,2017-05-09,BKK,HAN,2,0
2017-04-27 00:15:57,search,1bbded,2017-06-06,2017-06-09,MUC,LHR,1,0
2017-04-26 21:03:47,search,f9ae79,2017-12-06,2017-12-13,CGN,LPA,1,0
2017-04-26 20:30:34,search,08b038,2017-06-12,2017-06-12,PAR,AGP,1,0
2017-04-27 00:05:53,search,979ab1,2017-05-04,2017-05-06,STR,MAN,2,0
2017-04-26 13:42:47,book,284144,2017-07-01,2017-07-11,BER,ATH,2,0
2017-04-27 01:30:20,search,ef5841,2017-06-22,2017-06-29,PAR,ALG,1,0
2017-04-26 19:37:58,search,bb2cbb,2017-04-27,2017-05-11,FRA,DEL,1,0
2017-04-26 20:07:02,book,b52028,2017-12-05,2017-12-09,HAM,BUD,3,0
2017-04-26 22:28:40,search,ae06b6,2017-09-30,2017-10-09,HAM,LIS,1,0
2017-04-26 13:11:20,search,c547ad,2017-05-21,2017-05-24,MUC,BER,1,2
2017-04-26 21:16:38,search,51ee7b,2017-06-28,2017-06-30,MUC,AMS,2,0
2017-04-26 23:37:07,search,f2a147,2017-05-28,2017-06-03,LON,MUC,1,1
2017-04-27 02:39:25,search,28a7a7,2017-09-15,2017-09-20,MUC,AMS,1,0
2017-04-26 23:37:07,search,f2a147,2017-05-28,2017-06-03,LON,MUC,1,1
2017-04-26 20:13:28,book,d091d8,2017-05-01,2017-05-02,LYS,MAD,1,0
2017-04-26 23:02:14,search,59556a,2017-05-02,2017-05-09,ATH,STR,1,0
2017-04-27 02:25:56,search,c5deda,2017-08-13,2017-08-13,FRA,OTP,1,0
2017-04-27 03:42:26,book,bbdd2b,2017-05-13,2017-05-16,DUS,BUD,2,0
2017-04-26 09:04:55,search,0ef129,2017-05-17,2017-05-17,SIN,HAN,1,0
2017-04-26 17:52:09,search,15e394,2017-05-18,2017-05-18,CGN,MAN,2,0
2017-04-26 11:04:30,search,726e1b,2017-05-03,2017-05-05,STR,HAM,1,0
2017-04-26 11:16:29,search,2d1764,2017-05-16,2017-05-20,MUC,HAM,4,0
2017-04-26 22:44:49,book,d43cd4,2017-05-07,2017-05-08,AMS,MUC,1,0
2017-04-26 18:46:36,search,910e00,2017-08-23,2017-09-06,PAR,BCN,4,0
2017-04-26 19:33:10,book,8bb83c,2017-05-20,2017-05-20,MUC,WAW,1,0
2017-04-26 09:49:20,search,b68c85,2017-04-29,2017-04-30,CEB,MNL,2,0
2017-04-26 13:34:54,search,284144,2017-07-01,2017-07-11,BER,ATH,2,0
2017-04-26 14:37:19,search,27637f,2017-05-11,2017-05-11,BUH,VIE,1,0
2017-04-26 17:41:03,search,431aa6,2018-03-29,2018-04-20,FRA,SIN,2,0
2017-04-26 08:55:25,search,0ef129,2017-05-21,2017-05-21,HAN,HKG,2,0
2017-04-26 13:08:39,search,f3eb3f,2017-05-16,2017-05-20,STR,BCN,1,0
2017-04-27 00:21:06,search,beb1e7,2017-08-01,2017-08-11,DUS,PMI,2,0
2017-04-27 01:41:44,search,1db669,2017-06-21,2017-06-26,FRA,ALC,4,0
2017-04-26 18:52:53,search,950d26,2017-08-31,2017-09-20,HAM,LIS,2,1
2017-04-26 20:53:15,search,028cd3,2017-05-09,2017-05-09,BKK,HAN,2,0
2017-04-27 01:12:33,book,1db669,2017-06-03,2017-07-16,IST,FRA,1,0
2017-04-26 19:21:49,search,4455b3,2017-06-15,2017-06-21,PAR,OPO,4,0
2017-04-26 21:52:22,search,4907e3,2017-06-15,2017-06-15,NYC,MIA,2,0
2017-04-27 01:02:07,search,159280,2017-09-04,2017-09-10,DUS,DEL,1,1
2017-04-26 16:52:09,search,910e00,2017-08-23,2017-09-06,PAR,BCN,4,0
2017-04-26 19:43:50,search,423983,2017-06-10,2017-06-17,MUC,ICN,1,0
2017-04-26 22:11:07,search,3b5449,2017-05-25,2017-06-01,MUC,TLV,1,0
2017-04-26 04:24:00,search,5cb35f,2017-10-22,2017-10-22,HAN,SIN,2,0
2017-04-27 01:10:15,book,390b7b,2017-04-27,2017-04-27,STR,BER,2,0
2017-04-27 00:58:59,search,390b7b,2017-04-27,2017-04-27,STR,BER,2,0
2017-04-26 13:38:18,search,c547ad,2017-05-22,2017-05-24,MUC,BER,1,2
2017-04-26 13:21:44,search,1b9fc6,2017-10-19,2017-10-19,SXF,LGW,6,0
2017-04-27 02:52:15,search,1db669,2017-06-21,2017-06-27,FRA,ALC,4,0
2017-04-26 22:11:18,search,1ee7c2,2017-04-30,2017-04-30,STR,BUD,1,0
2017-04-26 18:53:21,book,e4a4be,2017-04-27,2017-04-28,FRA,BUD,1,0
2017-04-26 19:38:34,search,bb2cbb,2017-04-27,2017-05-11,FRA,DEL,1,0
2017-04-27 00:59:57,search,390b7b,2017-04-27,2017-04-27,STR,BER,2,0
2017-04-27 01:43:52,search,391ece,2017-11-16,2017-11-23,MUC,OPO,2,0
2017-04-26 18:00:26,search,657428,2017-06-12,2017-06-18,STR,AYT,1,0
2017-04-26 19:52:59,book,8481b3,2017-07-11,2017-07-22,STR,PVG,2,0
2017-04-26 14:46:42,book,4313b2,2017-04-28,2017-04-28,BER,TLV,1,0
2017-04-26 14:40:15,book,23ab8c,2017-05-17,2017-05-20,MUC,CPH,1,0
2017-04-26 14:57:12,book,590bb7,2017-09-19,2017-10-08,FRA,BKK,2,0
2017-04-26 13:40:01,search,1b9fc6,2017-10-19,2017-10-23,SXF,LGW,5,0
2017-04-26 22:15:12,search,3b5449,2017-05-24,2017-06-01,MUC,TLV,1,0
2017-04-26 21:44:20,search,794d35,2017-04-28,2017-05-01,BER,BCN,1,0
2017-04-26 20:31:15,book,4ba5fe,2017-05-02,2017-05-16,FRA,ALG,1,0
2017-04-26 23:36:35,search,26e51c,2017-05-13,2017-05-21,TXL,FRA,1,0
2017-04-26 14:20:44,book,946f7f,2017-06-26,2017-06-26,DUS,MIA,1,0
2017-04-26 11:16:01,search,b71b58,2017-06-23,2017-06-30,PAR,TLV,1,0
2017-04-22 11:59:26,search,419784,2017-06-14,2017-06-17,STR,HAM,2,0
2017-04-23 01:32:05,search,6df3ea,2017-05-17,2017-05-21,BER,ATH,2,0
2017-04-22 16:56:57,book,729f1c,2017-09-09,2017-09-17,MUC,LED,1,0
2017-04-22 23:44:01,search,f4a113,2017-07-17,2017-07-22,MUC,BCN,1,0
2017-04-22 16:53:11,search,25e843,2017-04-24,2017-04-26,DUS,PMI,1,0
2017-04-22 12:49:11,search,3103b8,2017-06-22,2017-06-29,FRA,LIS,1,0
2017-04-22 20:03:17,search,c44cd4,2017-06-07,2017-06-14,FRA,ALG,1,0
2017-04-22 22:22:56,book,dc681f,2017-05-16,2017-05-20,MUC,WAW,2,0
2017-04-23 00:12:02,search,ea187a,2017-05-16,2017-05-23,FRA,AGP,3,0
2017-04-22 16:41:19,search,725379,2017-04-25,2017-04-28,DUS,EDI,1,0
2017-04-22 19:50:25,search,46c398,2017-11-15,2017-11-19,DUS,STO,4,0
2017-04-23 02:03:38,search,046c18,2017-05-06,2017-05-13,MUC,LIS,1,0
2017-04-22 23:40:23,search,5fcc0b,2017-09-13,2017-09-13,HAM,MUC,2,0
2017-04-23 00:03:09,search,7aff52,2017-12-28,2018-01-12,MUC,HNL,2,0
2017-04-22 22:10:00,search,eebc9b,2017-04-23,2017-04-24,DUS,IST,1,0
2017-04-23 01:58:52,search,9d8d71,2017-04-25,2017-04-25,BER,DUS,2,0
2017-04-23 02:55:50,book,9ecb7f,2017-05-24,2017-06-02,NCE,LIS,1,0
2017-04-23 02:44:22,search,9ecb7f,2017-05-24,2017-06-02,NCE,LIS,1,0
2017-04-22 20:33:21,book,afcdcb,2017-04-28,2017-05-01,CGN,PMI,1,0
2017-04-22 23:59:57,search,07f1cc,2017-05-11,2017-05-11,MAD,PAR,1,0
2017-04-22 22:46:26,search,2219b1,2017-11-24,2017-12-05,BER,YMQ,2,0
2017-04-23 02:22:32,search,b915ed,2017-06-15,2017-06-30,MUC,MOW,2,0
2017-04-22 23:29:20,book,7da65e,2017-05-03,2017-05-17,MUC,MNL,1,0
2017-04-22 22:48:14,search,683855,2017-09-22,2017-10-11,FRA,ALA,3,1
2017-04-22 22:36:19,search,8c3000,2017-08-02,2017-08-09,TLV,BCN,2,0
2017-04-22 21:13:34,search,259f6a,2017-07-04,2017-07-09,PAR,IEV,1,0
2017-04-22 22:31:05,book,1a281d,2017-08-17,2017-09-07,PAR,CMN,1,0
2017-04-22 16:31:31,search,410543,2017-06-03,2017-06-09,MUC,BOS,1,0
2017-04-22 16:37:56,search,cddbc0,2017-04-30,2017-04-30,TXL,MUC,1,0
2017-04-22 16:46:32,search,1e31d1,2017-06-09,2017-06-12,HAM,STR,2,0
2017-04-22 20:40:12,search,f00cde,2017-04-25,2017-05-01,MRS,DXB,4,0
2017-04-22 17:36:37,search,dda2ba,2017-07-02,2017-07-09,DUS,HAN,2,0
2017-04-22 23:38:43,search,561fc6,2017-09-06,2017-09-08,STR,AMS,4,0
2017-04-23 01:55:29,search,26aac8,2017-06-05,2017-06-20,MOW,DUS,1,0
2017-04-22 23:05:42,search,99e6ac,2017-05-11,2017-05-18,MRS,ALC,1,0
2017-04-22 13:24:23,search,c139d3,2017-08-15,2017-08-19,MUC,PMI,2,0
2017-04-22 21:10:14,search,2a6ca5,2017-10-04,2017-10-19,ZRH,LPA,1,0
2017-04-22 21:23:37,book,86e579,2017-04-24,2017-04-25,STR,BER,1,0
2017-04-22 15:52:20,search,d9ed4e,2017-04-27,2017-04-30,BER,ALC,1,0
2017-04-23 00:59:30,search,4ed15d,2017-05-09,2017-05-12,DUS,VIE,1,0
2017-04-23 00:52:02,search,081ddd,2017-05-23,2017-05-26,BER,ROM,2,0
2017-04-22 18:44:09,search,3a282a,2017-06-13,2017-06-14,CGN,BER,1,0
2017-04-22 21:34:45,search,ac189e,2017-05-19,2017-05-19,BCN,STR,2,0
2017-04-23 00:59:30,search,4ed15d,2017-05-09,2017-05-12,DUS,VIE,1,0
2017-04-22 17:46:20,search,c3c92f,2017-04-22,2017-05-16,FRA,BKK,1,0
2017-04-23 00:36:37,search,d696d9,2017-05-03,2017-05-06,MUC,BRU,1,0
2017-04-23 00:48:19,search,0a01c3,2017-05-14,2017-05-24,DUS,BKK,2,0
2017-04-23 00:48:42,book,62c12a,2017-10-31,2017-11-01,TLS,PAR,2,0
2017-04-22 18:40:20,search,3a282a,2017-06-13,2017-06-14,CGN,BER,1,0
2017-04-22 23:00:40,search,b5f70e,2017-05-16,2017-05-16,CGN,BER,1,0
2017-04-22 13:27:18,search,651bfa,2017-04-24,2017-04-26,PAR,PRG,2,0
2017-04-22 22:41:05,search,2219b1,2017-11-24,2017-12-05,BER,YMQ,2,0
2017-04-22 09:42:44,search,f16070,2017-04-26,2017-04-26,PAR,ALG,1,0
2017-04-23 01:58:26,search,c74aa8,2017-04-25,2017-04-26,BER,CGN,1,0
2017-04-22 15:29:46,search,691f37,2017-07-20,2017-07-30,TXL,BKK,5,0
2017-04-22 14:48:32,search,8b65a9,2017-11-18,2017-11-18,BER,BKK,2,0
2017-04-22 18:35:33,search,dc0d14,2017-06-03,2017-06-06,HAM,IST,3,0
2017-04-22 22:39:31,search,8c3000,2017-08-02,2017-08-09,TLV,BCN,1,0
2017-04-22 23:43:35,book,683855,2017-09-22,2017-10-11,FRA,ALA,3,1
2017-04-23 02:12:21,book,0f0b75,2017-05-20,2017-05-31,FRA,WAW,1,0
2017-04-22 17:52:18,search,a93858,2017-11-16,2017-11-20,STR,VIE,5,0
2017-04-22 20:34:56,book,8655f9,2017-05-17,2017-05-24,MRS,CAS,1,0
2017-04-22 20:41:06,search,c4f4ee,2017-06-16,2017-06-26,PAR,YMQ,2,0
2017-04-22 12:41:37,search,d9ed4e,2017-04-26,2017-04-30,BER,ALC,1,0
2017-04-22 12:24:18,search,ab096f,2017-04-22,2017-04-22,STR,SAW,4,0
2017-04-23 03:09:01,search,7d5a35,2017-06-07,2017-06-23,BKK,MUC,2,1
2017-04-22 04:44:28,search,5e1d39,2017-04-23,2017-04-28,YMQ,PAR,1,0
2017-04-22 15:37:13,search,cd5889,2017-06-02,2017-06-16,LYS,MOW,2,0
2017-04-22 22:23:30,search,1d5072,2017-05-02,2017-05-02,SXF,ZRH,1,0
2017-04-22 22:18:50,book,934311,2017-05-13,2017-05-14,MUC,HAM,1,0
2017-04-22 23:14:23,search,f963dc,2017-05-26,2017-06-02,MUC,LPA,2,0
2017-04-22 13:49:39,search,23c19d,2017-09-30,2017-10-07,TLS,OPO,4,0
2017-04-22 21:30:32,search,ac189e,2017-05-19,2017-05-19,BCN,STR,2,0
2017-04-22 22:07:37,search,e6ea25,2017-05-21,2017-05-23,MUC,HAM,1,0
2017-04-22 12:24:58,search,7f7e49,2017-07-20,2017-07-20,PMI,CGN,1,0
2017-04-21 16:08:25,search,847a8a,2017-11-01,2017-11-08,DUS,ATH,3,0
2017-04-21 16:13:42,search,847a8a,2017-12-01,2017-12-08,DUS,ATH,3,0
2017-04-21 21:05:45,search,7d127c,2017-05-02,2017-05-02,HAM,MUC,1,0
2017-04-21 12:08:34,search,78eeb2,2017-05-07,2017-05-17,MUC,YYC,1,0
2017-04-21 12:20:54,search,f9090a,2017-06-10,2017-06-20,FRA,IST,2,0
2017-04-21 21:28:25,search,7c816b,2017-07-23,2017-07-30,HAM,ARN,1,0
2017-04-21 17:56:27,search,d2f34e,2017-06-09,2017-06-15,PAR,HOU,3,1
2017-04-22 02:12:04,search,bb1985,2017-08-25,2017-09-03,BER,BCN,4,0
2017-04-21 15:03:45,search,7181fd,2017-06-25,2017-06-30,BER,AGP,2,0
2017-04-21 12:12:49,search,634eb3,2017-05-04,2017-05-04,EDI,REK,2,0
2017-04-22 00:48:25,search,f155e7,2017-04-26,2017-04-29,HAM,MXP,3,0
2017-04-21 19:24:54,search,4e4bfc,2017-04-27,2017-04-27,CGN,MIL,1,0
2017-04-21 20:04:03,search,846c84,2017-07-26,2017-07-26,FRA,NYC,2,0
2017-04-21 16:30:05,book,30f65c,2017-08-17,2017-08-25,HAM,ARN,1,0
2017-04-22 02:27:33,search,32c78e,2017-07-08,2017-07-08,DUS,AYT,2,0
2017-04-21 21:36:34,search,19bfe4,2017-06-01,2017-06-22,MUC,SYD,1,0
2017-04-21 18:40:45,book,7d68d7,2017-05-25,2017-11-23,DUS,AYT,2,0
2017-04-21 16:22:48,book,556a77,2018-02-09,2018-02-13,CGN,STO,3,0
2017-04-21 15:35:45,book,49d441,2017-06-05,2017-07-07,FRA,ALG,1,0
2017-04-21 15:02:35,search,7181fd,2017-06-25,2017-06-30,BER,AGP,2,0
2017-04-22 02:10:30,book,ae9720,2017-04-30,2017-04-30,BJS,XIY,2,0
